SeqA	SeqB	ANI	SD	N	Omega	Frx
GUT_GENOME137479	GUT_GENOME066320	93.4128694277354	4.03966209876662	6927	8846	78.3065792448564
GUT_GENOME137479	GUT_GENOME067559	93.4669111458049	3.80719734354186	5992	7493	79.9679701054317
GUT_GENOME137479	GUT_GENOME091220	98.5201722880866	2.42689953719851	7629	8587	88.8436007918947
GUT_GENOME137479	GUT_GENOME092268	93.0658846556167	3.89165797089588	6918	8846	78.2048383450147
GUT_GENOME137479	GUT_GENOME092376	93.1491578350849	3.95848381234374	6881	8846	77.7865702012209
GUT_GENOME137479	GUT_GENOME093513	98.4437173443201	2.79217202647869	7374	8671	85.0420943374467
GUT_GENOME137479	GUT_GENOME094058	93.2978223310278	3.95156628251924	6821	8846	77.1082975356093
GUT_GENOME137479	GUT_GENOME103665	93.3008584487817	3.67916310434714	5095	7505	67.8880746169221
GUT_GENOME137479	GUT_GENOME104028	93.1834460815891	3.9277980335542	6884	8846	77.8204838345015
GUT_GENOME137479	GUT_GENOME104378	93.0851639140956	3.91415441050838	6749	8783	76.8416258681544
GUT_GENOME137479	GUT_GENOME109037	93.1649102073179	3.83764050123702	6163	8547	72.1071721071721
GUT_GENOME137479	GUT_GENOME120881	98.3951142185137	2.9352235897635	7573	8846	85.6093149446077
GUT_GENOME137479	GUT_GENOME130816	98.8952762009381	1.57477124889568	7733	8712	88.7626262626263
GUT_GENOME137479	GUT_GENOME132204	78.8907853005504	4.56779014440618	1315	8846	14.8654759213204
GUT_GENOME137479	GUT_GENOME132205	98.6491898198938	2.06820172856408	7592	8609	88.1867812754095
GUT_GENOME137479	GUT_GENOME137479	100.0	0.0	8846	8846	100.0
GUT_GENOME143185	GUT_GENOME011239	92.2064296418257	3.62942790440966	6399	8342	76.7082234476145
GUT_GENOME143185	GUT_GENOME011714	92.1338193215006	3.65421596311407	6734	8460	79.5981087470449
GUT_GENOME143185	GUT_GENOME012603	92.1663493786008	3.82221336331011	6776	8558	79.1773778920308
GUT_GENOME143185	GUT_GENOME014311	78.1655593132055	4.74281363374944	889	7871	11.2946258416974
GUT_GENOME143185	GUT_GENOME018608	92.2756652325911	3.81928514590544	6369	9027	70.5550016616816
GUT_GENOME143185	GUT_GENOME018729	92.2787384416848	3.7996145984538	6089	7706	79.0163508954062
GUT_GENOME143185	GUT_GENOME029117	78.6549098737939	5.11286798372541	910	7837	11.6115860660967
GUT_GENOME143185	GUT_GENOME066320	98.7129160882583	2.29566501386321	8186	9411	86.9833173945383
GUT_GENOME143185	GUT_GENOME067559	98.8426910224213	2.13984666761644	6727	7493	89.7771253169625
GUT_GENOME143185	GUT_GENOME091220	92.5308038263887	3.83614886577403	6958	8587	81.0294631419588
GUT_GENOME143185	GUT_GENOME092268	99.0331728779509	1.82277569301008	8424	9284	90.7367514002585
GUT_GENOME143185	GUT_GENOME092376	98.8181924489887	2.27190771158862	8118	8959	90.612791606206
GUT_GENOME143185	GUT_GENOME093513	92.0968079002663	3.83337683695511	7113	8671	82.0320608926306
GUT_GENOME143185	GUT_GENOME094058	98.8848442720055	1.94751936874077	8133	9117	89.2069759789404
GUT_GENOME143185	GUT_GENOME103665	98.9199461386375	1.72033843878114	5785	7505	77.0819453697535
GUT_GENOME143185	GUT_GENOME104028	98.9159052789851	1.98305814146904	7934	9028	87.8821444395215
GUT_GENOME143185	GUT_GENOME104378	98.8154458713435	2.03890566884146	8118	8783	92.4285551633838
GUT_GENOME143185	GUT_GENOME109037	98.9436249966676	1.81156319121907	7188	8547	84.0996840996841
GUT_GENOME143185	GUT_GENOME120881	92.1144101622259	3.96568035586511	7018	8913	78.7389206776618
GUT_GENOME143185	GUT_GENOME130816	92.9467790463763	3.86737977700794	6939	8712	79.6487603305785
GUT_GENOME143185	GUT_GENOME132204	79.3272676197263	4.65307742704474	1470	9559	15.3781776336437
GUT_GENOME143185	GUT_GENOME132205	93.0444387277318	3.87690828482797	6888	8609	80.0092926007666
GUT_GENOME143185	GUT_GENOME132206	74.1611454928799	5.56423836293307	68	8833	0.769840371334767
GUT_GENOME143185	GUT_GENOME137479	92.8645804016682	3.90413886106972	7021	8846	79.3692064209812
GUT_GENOME143185	GUT_GENOME143185	100.0	0.0	9559	9559	100.0
GUT_GENOME163069	GUT_GENOME011239	98.3753109032428	1.45660842260491	4295	6140	69.9511400651466
GUT_GENOME163069	GUT_GENOME011714	98.6501120052154	1.29738401696564	4347	6140	70.7980456026059
GUT_GENOME163069	GUT_GENOME012603	98.1800273507323	1.88051142891519	4433	6140	72.1986970684039
GUT_GENOME163069	GUT_GENOME014311	78.747391869403	5.09017338400662	735	6140	11.9706840390879
GUT_GENOME163069	GUT_GENOME018608	97.8871614557598	2.35910613796808	4294	6140	69.9348534201954
GUT_GENOME163069	GUT_GENOME018729	97.9696270244615	1.81460920472996	4205	6140	68.485342019544
GUT_GENOME163069	GUT_GENOME029117	78.8845228681034	5.04658184405545	723	6140	11.7752442996743
GUT_GENOME163069	GUT_GENOME066320	92.5553187927418	3.9393852579843	4106	6140	66.8729641693811
GUT_GENOME163069	GUT_GENOME067559	92.5926902446831	3.8141310461039	3747	6140	61.0260586319218
GUT_GENOME163069	GUT_GENOME091220	98.0202377999844	2.30612656352512	4344	6140	70.7491856677524
GUT_GENOME163069	GUT_GENOME092268	92.1848290604396	3.87641716496008	4060	6140	66.1237785016287
GUT_GENOME163069	GUT_GENOME092376	92.2698419211637	3.81232466201311	4082	6140	66.4820846905537
GUT_GENOME163069	GUT_GENOME093513	98.2809131703421	1.68732750542908	4403	6140	71.7100977198697
GUT_GENOME163069	GUT_GENOME094058	92.258684137469	3.93763093302765	4088	6140	66.5798045602606
GUT_GENOME163069	GUT_GENOME103665	92.505303697785	3.69262724969947	3253	6140	52.9804560260586
GUT_GENOME163069	GUT_GENOME104028	92.5095816630422	3.81117108209838	4009	6140	65.2931596091205
GUT_GENOME163069	GUT_GENOME104378	92.4738824725693	3.82072313031667	4020	6140	65.4723127035831
GUT_GENOME163069	GUT_GENOME109037	92.4840916703552	3.76950576587825	3881	6140	63.2084690553746
GUT_GENOME163069	GUT_GENOME120881	98.0538098692075	2.20188508193669	4338	6140	70.6514657980456
GUT_GENOME163069	GUT_GENOME130816	97.6992406549306	2.74980961257851	4327	6140	70.4723127035831
GUT_GENOME163069	GUT_GENOME132204	79.388841331321	4.64167009112143	1074	6140	17.4918566775244
GUT_GENOME163069	GUT_GENOME132205	97.8156440252687	2.931945017858	4209	6140	68.5504885993485
GUT_GENOME163069	GUT_GENOME137479	97.72947966081	2.8988322847738	4312	6140	70.228013029316
GUT_GENOME163069	GUT_GENOME143185	92.070237868131	3.77156607839699	4114	6140	67.0032573289902
GUT_GENOME163069	GUT_GENOME163069	100.0	0.0	6140	6140	100.0
GUT_GENOME186606	GUT_GENOME011239	92.5010666635297	3.80024024586488	6428	8342	77.0558619036202
GUT_GENOME186606	GUT_GENOME011714	92.3843439959354	3.87722992158561	6739	8460	79.6572104018912
GUT_GENOME186606	GUT_GENOME012603	92.5215578383139	3.89556437920787	6849	8558	80.0303809301239
GUT_GENOME186606	GUT_GENOME014311	78.1977002691285	4.69528023969281	893	7871	11.345445305552
GUT_GENOME186606	GUT_GENOME018608	92.6501005577332	3.954434156286	6210	9027	68.7936191425723
GUT_GENOME186606	GUT_GENOME018729	92.5700724145363	3.90603626499108	6125	7706	79.4835193355827
GUT_GENOME186606	GUT_GENOME029117	78.2607848999725	4.81896346099808	909	7837	11.5988260814087
GUT_GENOME186606	GUT_GENOME066320	98.5355574653222	2.74363065033021	8189	9391	87.2005111276754
GUT_GENOME186606	GUT_GENOME067559	98.8050450601277	2.06702120743519	6563	7493	87.5884158547978
GUT_GENOME186606	GUT_GENOME091220	92.905824591283	3.91148093117635	6608	8587	76.953534412484
GUT_GENOME186606	GUT_GENOME092268	98.7415669444879	2.50161435974035	8020	9284	86.3851788022404
GUT_GENOME186606	GUT_GENOME092376	98.7668312426142	2.06377103356213	7771	8959	86.7395914722625
GUT_GENOME186606	GUT_GENOME093513	92.4609671999315	3.90529310295568	6782	8671	78.2147387844539
GUT_GENOME186606	GUT_GENOME094058	98.7292934692586	2.08393626159026	7908	9117	86.7390589009543
GUT_GENOME186606	GUT_GENOME103665	98.8955377799215	1.9217863506101	5705	7505	76.0159893404397
GUT_GENOME186606	GUT_GENOME104028	98.8372598788772	2.07387741102048	7809	9028	86.4975631369074
GUT_GENOME186606	GUT_GENOME104378	98.7731857139974	2.0551495194438	7826	8783	89.1039508140726
GUT_GENOME186606	GUT_GENOME109037	98.8216842214193	1.95296086437642	7214	8547	84.4038844038844
GUT_GENOME186606	GUT_GENOME120881	92.5038579852771	3.90878933935221	6733	8913	75.5413441041176
GUT_GENOME186606	GUT_GENOME130816	93.2746725469586	3.8608790963506	6733	8712	77.2842056932966
GUT_GENOME186606	GUT_GENOME132204	79.2429218299331	4.45747130436763	1471	9391	15.6639335534022
GUT_GENOME186606	GUT_GENOME132205	93.0755135147127	3.91971575707012	6964	8609	80.8920896735974
GUT_GENOME186606	GUT_GENOME132206	72.132104998606	3.40255746471718	57	8833	0.645307370089437
GUT_GENOME186606	GUT_GENOME137479	92.9044049740785	4.06216981147214	7104	8846	80.3074836084106
GUT_GENOME186606	GUT_GENOME143185	98.8625300276381	2.11319327236632	8054	9391	85.7629645405175
GUT_GENOME186606	GUT_GENOME163069	92.3795619414036	3.75762833745413	4118	6140	67.0684039087948
GUT_GENOME186606	GUT_GENOME186606	100.0	0.0	9391	9391	100.0
GUT_GENOME235276	GUT_GENOME011239	98.9177389742789	1.02432131865494	6210	6830	90.9224011713031
GUT_GENOME235276	GUT_GENOME011714	98.7939135535848	1.23281284451783	6321	6830	92.5475841874085
GUT_GENOME235276	GUT_GENOME012603	98.7939609510881	1.32670963494569	6309	6830	92.3718887262079
GUT_GENOME235276	GUT_GENOME014311	78.37278740826	4.78658945348947	811	6830	11.8740849194729
GUT_GENOME235276	GUT_GENOME018608	98.5693518119985	1.86553686820661	5702	6830	83.4846266471449
GUT_GENOME235276	GUT_GENOME018729	98.6701812044222	1.3257263861921	5584	6830	81.7569546120059
GUT_GENOME235276	GUT_GENOME029117	78.3417857761141	4.88566853803797	796	6830	11.6544655929722
GUT_GENOME235276	GUT_GENOME066320	92.5584811584045	4.03597148587398	5555	6830	81.3323572474378
GUT_GENOME235276	GUT_GENOME067559	92.654605398993	3.79039535618419	4913	6830	71.9326500732064
GUT_GENOME235276	GUT_GENOME091220	98.5431941100534	2.0550023045904	6150	6830	90.0439238653001
GUT_GENOME235276	GUT_GENOME092268	92.2674082598097	3.79983531961265	5551	6830	81.2737920937042
GUT_GENOME235276	GUT_GENOME092376	92.391993284079	3.90697291571919	5429	6830	79.4875549048316
GUT_GENOME235276	GUT_GENOME093513	98.8608404927476	1.16565991460555	6267	6830	91.7569546120059
GUT_GENOME235276	GUT_GENOME094058	92.4549292771759	3.90671850952668	5594	6830	81.9033674963397
GUT_GENOME235276	GUT_GENOME103665	92.5268288278315	3.72310242509996	4265	6830	62.4450951683748
GUT_GENOME235276	GUT_GENOME104028	92.6080281977502	3.8312639815009	5463	6830	79.9853587115666
GUT_GENOME235276	GUT_GENOME104378	92.5840089063815	3.72264725328211	5397	6830	79.0190336749634
GUT_GENOME235276	GUT_GENOME109037	92.6677011039481	3.7361620555835	5135	6830	75.1830161054173
GUT_GENOME235276	GUT_GENOME120881	98.5690687942949	2.01927467556352	6215	6830	90.99560761347
GUT_GENOME235276	GUT_GENOME130816	98.2392403328032	2.90196514539841	6050	6830	88.5797950219619
GUT_GENOME235276	GUT_GENOME132204	78.9160763632284	4.45163826705346	1234	6830	18.0673499267936
GUT_GENOME235276	GUT_GENOME132205	98.1911085946534	3.10028748044483	6113	6830	89.502196193265
GUT_GENOME235276	GUT_GENOME137479	98.320671401687	2.74389069231445	6132	6830	89.7803806734993
GUT_GENOME235276	GUT_GENOME143185	92.1876385036722	3.66252155835707	5428	6830	79.4729136163982
GUT_GENOME235276	GUT_GENOME163069	98.3187556138031	1.66536262215822	3820	6140	62.214983713355
GUT_GENOME235276	GUT_GENOME186606	92.491784885849	3.84629477277471	5538	6830	81.0834553440703
GUT_GENOME235276	GUT_GENOME235276	100.0	0.0	6830	6830	100.0
GUT_GENOME236870	GUT_GENOME011239	78.3397281193023	4.71451127493249	1030	6648	15.4933814681107
GUT_GENOME236870	GUT_GENOME011714	78.6778207815505	4.61325204375295	1065	6648	16.0198555956679
GUT_GENOME236870	GUT_GENOME012603	78.4819197937446	4.60641781237923	1015	6648	15.2677496991576
GUT_GENOME236870	GUT_GENOME014311	77.2424937317641	4.6584341244783	585	6648	8.79963898916968
GUT_GENOME236870	GUT_GENOME018608	78.5934265166454	4.7649153951711	1000	6648	15.0421179302046
GUT_GENOME236870	GUT_GENOME018729	78.0872359183304	4.6066015160088	986	6648	14.8315282791817
GUT_GENOME236870	GUT_GENOME029117	77.3226369273353	4.76278219162089	627	6648	9.43140794223827
GUT_GENOME236870	GUT_GENOME066320	78.3944080384648	4.52084265087199	1012	6648	15.222623345367
GUT_GENOME236870	GUT_GENOME067559	78.5367256190541	4.49299129986891	986	6648	14.8315282791817
GUT_GENOME236870	GUT_GENOME091220	78.254956229397	4.56665221702115	1074	6648	16.1552346570397
GUT_GENOME236870	GUT_GENOME092268	78.5611053625941	4.46585684522431	1106	6648	16.6365824308063
GUT_GENOME236870	GUT_GENOME092376	78.3251087612896	4.55000586400422	1049	6648	15.7791817087846
GUT_GENOME236870	GUT_GENOME093513	78.3383634931223	4.59303626711059	1105	6648	16.6215403128761
GUT_GENOME236870	GUT_GENOME094058	78.3988534891675	4.53671072199938	973	6648	14.6359807460891
GUT_GENOME236870	GUT_GENOME103665	78.7010767612366	4.58037145854002	928	6648	13.9590854392298
GUT_GENOME236870	GUT_GENOME104028	78.5408602416968	4.43292373154787	1058	6648	15.9145607701564
GUT_GENOME236870	GUT_GENOME104378	78.3937043399832	4.53766823650693	1087	6648	16.3507821901324
GUT_GENOME236870	GUT_GENOME109037	78.5855066257698	4.55089841734439	973	6648	14.6359807460891
GUT_GENOME236870	GUT_GENOME120881	78.4574088854993	4.63031743565047	1059	6648	15.9296028880866
GUT_GENOME236870	GUT_GENOME130816	78.5230088556891	4.62261620623091	1038	6648	15.6137184115523
GUT_GENOME236870	GUT_GENOME132204	79.0467797069454	4.28601345479087	1202	6648	18.0806257521059
GUT_GENOME236870	GUT_GENOME132205	78.2993490368457	4.52355887445029	1029	6648	15.4783393501805
GUT_GENOME236870	GUT_GENOME132206	72.9710397092371	3.02245558487659	51	6648	0.767148014440433
GUT_GENOME236870	GUT_GENOME137479	78.4566443548663	4.71696949463926	1078	6648	16.2154031287605
GUT_GENOME236870	GUT_GENOME143185	78.3431060260633	4.57355454388276	1085	6648	16.320697954272
GUT_GENOME236870	GUT_GENOME163069	78.8140509309747	4.68101478325427	777	6140	12.6547231270358
GUT_GENOME236870	GUT_GENOME186606	78.421993661954	4.56417602076203	1087	6648	16.3507821901324
GUT_GENOME236870	GUT_GENOME235276	78.3569022700214	4.61604733303552	962	6648	14.4705174488568
GUT_GENOME236870	GUT_GENOME236870	100.0	0.0	6648	6648	100.0
GUT_GENOME239080	GUT_GENOME011239	92.1850781948263	3.7681489605047	6301	8342	75.5334452169743
GUT_GENOME239080	GUT_GENOME011714	92.3140673774929	3.7547026220557	6492	8460	76.7375886524823
GUT_GENOME239080	GUT_GENOME012603	92.2903167844559	3.74619628269794	6648	8558	77.6817013320869
GUT_GENOME239080	GUT_GENOME014311	78.4700728846851	4.73961202379606	903	7871	11.4724939651887
GUT_GENOME239080	GUT_GENOME018608	92.4211819750884	3.73851634037195	5914	8647	68.3936625419221
GUT_GENOME239080	GUT_GENOME018729	92.4329394926667	3.64762496915255	5504	7706	71.4248637425383
GUT_GENOME239080	GUT_GENOME029117	78.4698134585528	4.84904212147802	909	7837	11.5988260814087
GUT_GENOME239080	GUT_GENOME066320	98.6778692996042	2.08559613331619	7728	8647	89.3720365444663
GUT_GENOME239080	GUT_GENOME067559	98.8148029928564	1.88681917596299	6385	7493	85.2128653409849
GUT_GENOME239080	GUT_GENOME091220	92.6862967665813	3.70801427359416	6527	8587	76.010248049377
GUT_GENOME239080	GUT_GENOME092268	98.8797057983482	1.81441050947075	7707	8647	89.1291777495085
GUT_GENOME239080	GUT_GENOME092376	98.8585048104536	1.84899596656166	7566	8647	87.4985544119348
GUT_GENOME239080	GUT_GENOME093513	92.3445284504951	3.67688012781368	6308	8647	72.9501561235111
GUT_GENOME239080	GUT_GENOME094058	98.8130499646408	1.81192996171631	7503	8647	86.7699780270614
GUT_GENOME239080	GUT_GENOME103665	98.9943566001311	1.44265709033622	5542	7505	73.8441039307129
GUT_GENOME239080	GUT_GENOME104028	98.7941682158987	1.93083678298739	7524	8647	87.0128368220192
GUT_GENOME239080	GUT_GENOME104378	98.8189926585492	1.87165768429937	7239	8647	83.7168960333064
GUT_GENOME239080	GUT_GENOME109037	98.7680775776886	1.97264958490727	6994	8547	81.8298818298818
GUT_GENOME239080	GUT_GENOME120881	92.3252222212727	3.71440539699646	6419	8647	74.2338383254308
GUT_GENOME239080	GUT_GENOME130816	92.9879928584413	3.77557175106291	6523	8647	75.4365675956979
GUT_GENOME239080	GUT_GENOME132204	79.0485577996511	4.37349731761101	1477	8647	17.0810685786978
GUT_GENOME239080	GUT_GENOME132205	92.9839815238692	3.79885189306973	6402	8609	74.3640376350331
GUT_GENOME239080	GUT_GENOME132206	72.1873352910172	3.50944901750476	57	8647	0.65918815774257
GUT_GENOME239080	GUT_GENOME137479	92.932517794187	3.78190169637679	6562	8647	75.8875910720481
GUT_GENOME239080	GUT_GENOME143185	98.9077063919619	1.71946739904705	7681	8647	88.8284954319417
GUT_GENOME239080	GUT_GENOME163069	92.254493545753	3.63209274691124	3949	6140	64.3159609120521
GUT_GENOME239080	GUT_GENOME186606	98.8580248598127	1.71518066162929	7736	8647	89.4645541806407
GUT_GENOME239080	GUT_GENOME235276	92.3225359373561	3.57434996780793	5406	6830	79.1508052708638
GUT_GENOME239080	GUT_GENOME236870	78.4908249650758	4.51354393578155	1087	6648	16.3507821901324
GUT_GENOME239080	GUT_GENOME239080	100.0	0.0	8647	8647	100.0
GUT_GENOME251364	GUT_GENOME011239	92.3322981422048	3.79009583497221	6480	8342	77.6792136178374
GUT_GENOME251364	GUT_GENOME011714	92.306394346154	3.88002601617808	6571	8460	77.6713947990544
GUT_GENOME251364	GUT_GENOME012603	92.3664501326606	3.82288849854892	6849	8558	80.0303809301239
GUT_GENOME251364	GUT_GENOME014311	78.4535851086428	4.71658184482969	907	7871	11.5233134290433
GUT_GENOME251364	GUT_GENOME018608	92.2964528307876	3.98306272260492	6311	9027	69.9124847679185
GUT_GENOME251364	GUT_GENOME018729	92.3655897188759	3.92741841529818	6047	7706	78.4713210485336
GUT_GENOME251364	GUT_GENOME029117	78.5857949470563	4.79662691737688	897	7837	11.4457062651525
GUT_GENOME251364	GUT_GENOME066320	98.7753202791801	2.04621619792945	8138	9411	86.4732759536712
GUT_GENOME251364	GUT_GENOME067559	98.8843652332749	2.21093747389088	6745	7493	90.0173495262245
GUT_GENOME251364	GUT_GENOME091220	92.7842273334694	3.89554358786063	6778	8587	78.9332712239432
GUT_GENOME251364	GUT_GENOME092268	98.881100600102	1.87387989203579	8132	9284	87.5915553640672
GUT_GENOME251364	GUT_GENOME092376	98.9820160168603	1.61263855361159	7866	8959	87.7999776760799
GUT_GENOME251364	GUT_GENOME093513	92.2339451148983	3.86823099585991	6798	8671	78.3992619075078
GUT_GENOME251364	GUT_GENOME094058	98.8322421449835	1.93117423584114	7947	9117	87.1668311944719
GUT_GENOME251364	GUT_GENOME103665	98.9788635933359	1.81845544471193	5872	7505	78.2411725516322
GUT_GENOME251364	GUT_GENOME104028	98.7529774800456	1.94528488406196	7881	9028	87.2950819672131
GUT_GENOME251364	GUT_GENOME104378	98.8907088379456	1.8983131840004	7624	8783	86.8040532847546
GUT_GENOME251364	GUT_GENOME109037	98.9855363891113	1.96004604932	7296	8547	85.3632853632854
GUT_GENOME251364	GUT_GENOME120881	92.2831160681779	3.83930333540347	6783	8913	76.1023224503534
GUT_GENOME251364	GUT_GENOME130816	93.2356013326541	3.82056792964672	6936	8712	79.6143250688705
GUT_GENOME251364	GUT_GENOME132204	79.1939553079315	4.41649065764447	1488	9430	15.779427359491
GUT_GENOME251364	GUT_GENOME132205	93.0416043593657	3.85894643525236	7013	8609	81.4612614705541
GUT_GENOME251364	GUT_GENOME137479	93.0234355559195	3.82903720966237	6987	8846	78.984851910468
GUT_GENOME251364	GUT_GENOME143185	98.9878493123481	1.66573770916884	8115	9430	86.0551431601273
GUT_GENOME251364	GUT_GENOME163069	92.2303898623277	3.78077789413853	4157	6140	67.7035830618892
GUT_GENOME251364	GUT_GENOME186606	98.9297300217598	1.7246504906697	8103	9391	86.2847407091896
GUT_GENOME251364	GUT_GENOME235276	92.276205427046	3.81247344135277	5731	6830	83.909224011713
GUT_GENOME251364	GUT_GENOME236870	78.3850104314861	4.67127064149975	1069	6648	16.0800240673887
GUT_GENOME251364	GUT_GENOME239080	98.8998906677653	1.72164814837467	7755	8647	89.6842835665549
GUT_GENOME251364	GUT_GENOME251364	100.0	0.0	9430	9430	100.0
GUT_GENOME258505	GUT_GENOME011239	92.4868765812823	3.95181792984765	6358	8342	76.2167345960201
GUT_GENOME258505	GUT_GENOME011714	92.4996819667226	3.85222404867059	6618	8460	78.2269503546099
GUT_GENOME258505	GUT_GENOME012603	92.533474984444	4.07046092361672	6637	8558	77.5531666277168
GUT_GENOME258505	GUT_GENOME014311	78.5499959132272	4.71783637148198	948	7871	12.0442129335536
GUT_GENOME258505	GUT_GENOME018608	92.5700059542523	4.10224136944206	6188	9027	68.5499058380414
GUT_GENOME258505	GUT_GENOME018729	92.4898604452377	3.96533031302565	5984	7706	77.6537762782248
GUT_GENOME258505	GUT_GENOME029117	78.521408692755	4.78887872772214	917	7837	11.7009059589129
GUT_GENOME258505	GUT_GENOME066320	98.8680049967794	1.99311721496285	8132	9084	89.5200352267724
GUT_GENOME258505	GUT_GENOME067559	98.8074869076755	1.86473154366333	6668	7493	88.9897237421593
GUT_GENOME258505	GUT_GENOME091220	93.0423458973071	3.95241104034769	6627	8587	77.1747991149412
GUT_GENOME258505	GUT_GENOME092268	98.9194999598842	1.83672345946448	8193	9084	90.1915455746367
GUT_GENOME258505	GUT_GENOME092376	98.7359141026837	2.06518186697588	7804	8959	87.1079361535886
GUT_GENOME258505	GUT_GENOME093513	92.4985049836479	4.11366662339439	6769	8671	78.0648137469727
GUT_GENOME258505	GUT_GENOME094058	98.8469047133098	1.87772542451298	8089	9084	89.0466754733598
GUT_GENOME258505	GUT_GENOME103665	98.6927637340453	2.12077421666826	5820	7505	77.5483011325783
GUT_GENOME258505	GUT_GENOME104028	98.8955599376203	1.82682888448806	7875	9028	87.2286220646876
GUT_GENOME258505	GUT_GENOME104378	98.9384334141387	1.81771702612441	7788	8783	88.6712968234089
GUT_GENOME258505	GUT_GENOME109037	98.807454825362	2.02083861692737	7039	8547	82.3563823563824
GUT_GENOME258505	GUT_GENOME120881	92.5137157140781	4.09508053652652	6553	8913	73.5218220576686
GUT_GENOME258505	GUT_GENOME130816	93.4683649933538	3.97509368690819	7010	8712	80.4637281910009
GUT_GENOME258505	GUT_GENOME132204	79.1069937748907	4.48142896281775	1500	9084	16.5125495376486
GUT_GENOME258505	GUT_GENOME132205	93.3647368576388	4.01326480786397	6929	8609	80.4855383900569
GUT_GENOME258505	GUT_GENOME132206	72.1336539576883	3.34350157620117	52	8833	0.588701460432469
GUT_GENOME258505	GUT_GENOME137479	93.2060738415386	4.01796259764729	7110	8846	80.3753108749717
GUT_GENOME258505	GUT_GENOME143185	98.7476278387216	2.12379606716083	8201	9084	90.2796125055042
GUT_GENOME258505	GUT_GENOME163069	92.4359595657631	3.93977968627236	4099	6140	66.7589576547231
GUT_GENOME258505	GUT_GENOME186606	98.8004276766768	1.98837062685582	7885	9084	86.8009687362395
GUT_GENOME258505	GUT_GENOME235276	92.4523824087998	4.00112651000182	5687	6830	83.2650073206442
GUT_GENOME258505	GUT_GENOME236870	78.4085263082045	4.46582985617288	1056	6648	15.884476534296
GUT_GENOME258505	GUT_GENOME239080	98.7334105794633	1.9553950664845	7603	8647	87.9264484792414
GUT_GENOME258505	GUT_GENOME251364	98.7011798268335	2.08500733629404	8181	9084	90.0594451783355
GUT_GENOME258505	GUT_GENOME258505	100.0	0.0	9084	9084	100.0
GUT_GENOME263468	GUT_GENOME011239	79.0502204913922	5.0923010009817	1343	7989	16.8106145950682
GUT_GENOME263468	GUT_GENOME011714	78.9635764814898	4.9436277783866	1398	7989	17.4990612091626
GUT_GENOME263468	GUT_GENOME012603	78.9898964361396	4.90966176407956	1381	7989	17.2862686193516
GUT_GENOME263468	GUT_GENOME014311	79.2863676614959	5.01698632265538	1025	7871	13.0224876127557
GUT_GENOME263468	GUT_GENOME018608	79.1463945102854	5.01189828932463	1312	7989	16.4225810489423
GUT_GENOME263468	GUT_GENOME018729	78.8515233637924	4.86437661668246	1288	7706	16.7142486374254
GUT_GENOME263468	GUT_GENOME029117	79.3424019973377	5.15633177013072	1050	7837	13.3979839224193
GUT_GENOME263468	GUT_GENOME066320	79.3153943806766	4.74563909850359	1471	7989	18.4128176242333
GUT_GENOME263468	GUT_GENOME067559	79.383993486375	4.78494930200342	1351	7493	18.0301614840518
GUT_GENOME263468	GUT_GENOME091220	79.0311033305723	4.93186719606208	1368	7989	17.123544874202
GUT_GENOME263468	GUT_GENOME092268	79.0642993068465	4.76151149395685	1480	7989	18.5254725247215
GUT_GENOME263468	GUT_GENOME092376	79.1420093217305	4.82755108982177	1456	7989	18.225059456753
GUT_GENOME263468	GUT_GENOME093513	78.9447635287595	4.99154923818027	1379	7989	17.2612341970209
GUT_GENOME263468	GUT_GENOME094058	79.1741254283723	4.83642568637047	1478	7989	18.5004381023908
GUT_GENOME263468	GUT_GENOME103665	79.2194086635372	4.93318928227391	1245	7505	16.5889407061959
GUT_GENOME263468	GUT_GENOME104028	79.1634934522051	4.81555928933939	1438	7989	17.9997496557767
GUT_GENOME263468	GUT_GENOME104378	79.07089117014	4.77880826698404	1440	7989	18.0247840781074
GUT_GENOME263468	GUT_GENOME109037	79.2312723364083	4.76663292337589	1347	7989	16.8606834397296
GUT_GENOME263468	GUT_GENOME120881	78.9094245073224	4.94893999099611	1399	7989	17.511578420328
GUT_GENOME263468	GUT_GENOME130816	78.9307705210382	4.93603569140244	1390	7989	17.3989235198398
GUT_GENOME263468	GUT_GENOME132204	78.206340772449	4.59730686152279	1116	7989	13.9692076605332
GUT_GENOME263468	GUT_GENOME132205	79.0488637038965	4.98667130025832	1378	7989	17.2487169858556
GUT_GENOME263468	GUT_GENOME132206	73.0310525722482	3.41022082828653	71	7989	0.888721992740018
GUT_GENOME263468	GUT_GENOME137479	79.1445013498278	4.9479981416848	1359	7989	17.0108899737139
GUT_GENOME263468	GUT_GENOME143185	79.225749797406	4.78250416692478	1455	7989	18.2125422455877
GUT_GENOME263468	GUT_GENOME163069	79.4744218198653	5.01452763700984	1159	6140	18.8762214983713
GUT_GENOME263468	GUT_GENOME186606	79.2947533340855	4.80543368978659	1460	7989	18.2751283014144
GUT_GENOME263468	GUT_GENOME235276	79.0495450973656	5.01028428402558	1294	6830	18.9458272327965
GUT_GENOME263468	GUT_GENOME236870	78.3464874535586	4.53513649381952	878	6648	13.2069795427196
GUT_GENOME263468	GUT_GENOME239080	79.204116794359	4.75869912981283	1459	7989	18.2626110902491
GUT_GENOME263468	GUT_GENOME251364	79.1736737849282	4.77799671932266	1506	7989	18.8509200150207
