	GUT_GENOME011239	GUT_GENOME011714	GUT_GENOME012603	GUT_GENOME014311	GUT_GENOME018608	GUT_GENOME018729	GUT_GENOME029117	GUT_GENOME066320	GUT_GENOME067559	GUT_GENOME091220	GUT_GENOME092268	GUT_GENOME092376	GUT_GENOME093513	GUT_GENOME094058	GUT_GENOME103665	GUT_GENOME104028	GUT_GENOME104378	GUT_GENOME109037	GUT_GENOME120881	GUT_GENOME130816	GUT_GENOME132204	GUT_GENOME132205	GUT_GENOME132206	GUT_GENOME137479	GUT_GENOME143185	GUT_GENOME163069	GUT_GENOME186606	GUT_GENOME235276	GUT_GENOME236870	GUT_GENOME239080	GUT_GENOME251364	GUT_GENOME258505	GUT_GENOME263468	GUT_GENOME264147	GUT_GENOME268176	GUT_GENOME270563	GUT_GENOME272533	GUT_GENOME273277	GUT_GENOME280023	GUT_GENOME283178	GUT_GENOME283326	GUT_GENOME284192	GUT_GENOME285252	GUT_GENOME287004	P15MS_consensus	P15_MpT1_consensus	P20_consensus	P31_consensus	P32_consensus	P45_consensus	P46_consensus	P48_consensus	P51_consensus	P61_consensus	P66_consensus	P82MpT1_sans_C_consensus	P82_consensus	P86_BT_consensus	P86_sans_C_consensus	P88_consensus	P89_consensus	VRP32_MS_Bt_consensus	VRP86_MS_Bt_consensus	VRP86_MS_sans_C_consensus
GUT_GENOME143185	0.0779357035817431	0.078661806784994	0.078336506213992	0.218344406867945	0.0772433476740891	0.0772126155831521	0.213450901262061	0.012870839117417	0.0115730897757869	0.0746919617361129	0.00966827122049096	0.011818075510113	0.079031920997337	0.0111515572799451	0.010800538613625	0.0108409472101491	0.011845541286565	0.0105637500333241	0.0788558983777411	0.0705322095362369	0.206727323802737	0.069555612722682	0.258388545071201	0.0713541959833179	0	0.07929762131869	0.011374699723619	0.078123614963278	0.216568939739367	0.0109229360803811	0.010121506876519	0.012523721612784	0.20774250202594	0.212843717560016	0.0774833247365881	0.0746865534255871	0.011087984508039	0.9	0.9	0.9	0.0785167794226351	0.014793198981675	0.01216431344453	0.242576123457903	0.077571992203073	0.0795294125440461	0.078119655911279	0.072222462040003	0.0759837452597991	0.010936530435804	0.011412660812521	0.0785485078669289	0.0133029991656851	0.078632471532818	0.019953183186615	0.01211038303762	0.0124200217905469	0.0115373332194091	0.0748951914012289	0.0768749639084049	0.011095726591041	0.077203963415336	0.0115427584625461	0.0730323787114671
GUT_GENOME163069	0.0162468909675719	0.0134988799478459	0.018199726492677	0.21252608130597	0.021128385442402	0.020303729755385	0.211154771318966	0.074446812072582	0.074073097553169	0.019797622000156	0.078151709395604	0.077301580788363	0.017190868296579	0.07741315862531	0.07494696302215	0.074904183369578	0.075261175274307	0.075159083296448	0.019461901307925	0.0230075934506939	0.20611158668679	0.021843559747313	0.9	0.0227052033919	0.07929762131869	0	0.0762043805859641	0.0168124438619689	0.211859490690253	0.0774550645424701	0.077696101376723	0.075640404342369	0.205255781801347	0.21270980114281	0.018562246044857	0.022062341682693	0.075530823195197	0.9	0.9	0.9	0.0196080177536059	0.071330774345648	0.0725058181756251	0.247248014254732	0.018910706456261	0.019873443982539	0.0178111923541189	0.021148692452301	0.0197872577317101	0.076464302957208	0.07700095533769	0.018853607139956	0.077282782344452	0.020396625964683	0.0386529676421	0.079851003653707	0.080276131453232	0.078043219199168	0.0205633371603091	0.0195623899184839	0.078276107483052	0.019773010537608	0.0784629324260371	0.020828742280307
GUT_GENOME186606	0.074989333364703	0.076156560040646	0.074784421616861	0.218022997308715	0.073498994422668	0.074299275854637	0.217392151000275	0.014644425346778	0.011949549398723	0.0709417540871701	0.012584330555121	0.012331687573858	0.075390328000685	0.0127070653074141	0.011044622200785	0.0116274012112279	0.0122681428600259	0.011783157785807	0.0749614201472291	0.067253274530414	0.207570781700669	0.069244864852873	0.27867895001394	0.070955950259215	0.011374699723619	0.0762043805859641	0	0.07508215114151	0.21578006338046	0.011419751401873	0.010702699782402	0.011995723233232	0.207052466659145	0.217143568085005	0.0753094526274	0.07196847021914	0.0125628703788919	0.9	0.9	0.9	0.074586148112287	0.0148980199673591	0.011268913694999	0.254089009552413	0.074042735381545	0.0760552847441031	0.075260874326629	0.07210758690714	0.074052317072419	0.012889991124201	0.012956539589597	0.074792413379793	0.0150868174276729	0.074798134592309	0.018765884578914	0.01192896901865	0.01227203942445	0.011031783792767	0.072540741981569	0.075842942626232	0.0111009348839831	0.0738577537474239	0.010871691973212	0.070673880666109
GUT_GENOME235276	0.010822610257211	0.012060864464152	0.012060390489119	0.2162721259174	0.014306481880015	0.0132981879557779	0.216582142238859	0.074415188415955	0.07345394601007	0.0145680588994659	0.077325917401903	0.0760800671592099	0.011391595072524	0.0754507072282409	0.0747317117216851	0.073919718022498	0.074159910936185	0.073322988960519	0.0143093120570509	0.0176075966719679	0.210839236367716	0.018088914053466	0.9	0.0167932859831301	0.078123614963278	0.0168124438619689	0.07508215114151	0	0.216430977299786	0.0767746406264391	0.0772379457295401	0.0754761759120019	0.209504549026344	0.213921418938356	0.0127649037274909	0.01689788805086	0.075253920653678	0.9	0.9	0.9	0.014768072097818	0.070148357880589	0.071236370005351	0.248991843479264	0.013163528131916	0.0144615721729571	0.012960683249952	0.0164694319956431	0.014519120053353	0.074703955457607	0.0754152096438069	0.013555120470849	0.0753422629607	0.015843098250397	0.0354897907345369	0.077082152971866	0.079300699686415	0.078307670503516	0.01507823752199	0.01449841615148	0.078571487006501	0.015177104602072	0.077828207172907	0.015721970151276
GUT_GENOME236870	0.216602718806977	0.213221792184495	0.215180802062554	0.227575062682359	0.214065734833546	0.219127640816696	0.226773630726647	0.216055919615352	0.214632743809459	0.21745043770603	0.214388946374059	0.216748912387104	0.216616365068777	0.216011465108325	0.212989232387634	0.214591397583032	0.216062956600168	0.214144933742302	0.215425911145007	0.214769911443109	0.209532202930546	0.217006509631543	0.270289602907629	0.215433556451337	0.216568939739367	0.211859490690253	0.21578006338046	0.216430977299786	0	0.215091750349242	0.216149895685139	0.215914736917955	0.216535125464414	0.228428965446133	0.214445488625309	0.216324601976357	0.214657712397262	0.9	0.9	0.9	0.216154083578232	0.215915314197283	0.217765987236773	0.264858178994445	0.215468440543548	0.217814984664377	0.215892186759781	0.217253339257145	0.215344815624915	0.214652580089632	0.216973078188515	0.216943971429668	0.217796677002555	0.215580494975824	0.218498973817964	0.216819716712421	0.216003519718166	0.215971746229257	0.214986418593196	0.216070199980264	0.217231903949618	0.2147527337039	0.214993602981222	0.215623018471243
GUT_GENOME239080	0.078149218051737	0.076859326225071	0.077096832155441	0.215299271153149	0.075788180249116	0.075670605073333	0.215301865414472	0.013221307003958	0.011851970071436	0.0731370323341871	0.011202942016518	0.011414951895464	0.076554715495049	0.011869500353592	0.010056433998689	0.0120583178410131	0.0118100734145079	0.012319224223114	0.076747777787273	0.070120071415587	0.209514422003489	0.070160184761308	0.278126647089828	0.0706748220581299	0.0109229360803811	0.0774550645424701	0.011419751401873	0.0767746406264391	0.215091750349242	0	0.0110010933223469	0.012665894205367	0.20795883205641	0.216490986565448	0.076927638981013	0.071696252841286	0.011757471802632	0.9	0.9	0.9	0.0771150173980649	0.0151297010398891	0.013494098958204	0.252352684079744	0.078559267530531	0.078764750933145	0.0775403655327589	0.072762130217032	0.075892867547648	0.013024426890166	0.01321005985315	0.077175142141669	0.0148530955441269	0.077202076024803	0.019827644736104	0.011694807483443	0.0128290564458391	0.0106575076896971	0.073749569054267	0.0782654185333359	0.0110786397260151	0.076603027650882	0.010814779926842	0.07247243944053
GUT_GENOME251364	0.0766770185779519	0.0769360565384601	0.076335498673394	0.215464148913572	0.077035471692124	0.076344102811241	0.214142050529437	0.0122467972081991	0.0111563476672509	0.072157726665306	0.01118899399898	0.010179839831397	0.077660548851017	0.011677578550165	0.010211364066641	0.012470225199544	0.011092911620544	0.010144636108887	0.077168839318221	0.067643986673459	0.208060446920685	0.0695839564063429	0.9	0.0697656444408049	0.010121506876519	0.077696101376723	0.010702699782402	0.0772379457295401	0.216149895685139	0.0110010933223469	0	0.012988201731665	0.208263262150718	0.216119185010545	0.07718761635977	0.072354685866507	0.012497625977978	0.9	0.9	0.9	0.0764251029754441	0.013968424066405	0.013345747023796	0.253567118392248	0.0769032176910621	0.07738815741308	0.076886014781568	0.072907196957978	0.076566629604804	0.0125479260360331	0.013151008815815	0.077309411546252	0.0158573154500699	0.077296808557459	0.016294659942298	0.0113090188643289	0.0119513116882641	0.00833151108203893	0.07407398748517	0.077105196887417	0.00860633700264799	0.0767265265879	0.00824492787866205	0.071198249091951
GUT_GENOME258505	0.075131234187177	0.0750031803327739	0.07466525015556	0.214500040867728	0.0742999404574771	0.075101395547623	0.21478591307245	0.011319950032206	0.011925130923245	0.069576541026929	0.0108050004011579	0.0126408589731631	0.0750149501635209	0.011530952866902	0.013072362659547	0.0110444006237969	0.010615665858613	0.01192545174638	0.074862842859219	0.065316350066462	0.208930062251093	0.066352631423612	0.278663460423117	0.067939261584614	0.012523721612784	0.075640404342369	0.011995723233232	0.0754761759120019	0.215914736917955	0.012665894205367	0.012988201731665	0	0.209286494656292	0.214636105258801	0.07441805981448	0.07052651874611	0.0124792771118121	0.9	0.9	0.9	0.0750915740142619	0.0146049603699819	0.013715785610495	0.252526853972528	0.075568986512849	0.07664425521228	0.074558576524595	0.069243292836862	0.0737958076285131	0.0136363444323869	0.0140904387712941	0.074603819736333	0.017030702837784	0.07510504820991	0.020228419297304	0.013280537871903	0.0147601709306321	0.013334344535298	0.071084628733288	0.07570081631403	0.013489516426438	0.073750198750994	0.0132617934415759	0.068569985381238
GUT_GENOME263468	0.209497795086078	0.210364235185102	0.210101035638604	0.207136323385041	0.208536054897146	0.211484766362076	0.206575980026623	0.206846056193234	0.20616006513625	0.209688966694277	0.209357006931535	0.208579906782695	0.210552364712405	0.208258745716277	0.207805913364628	0.208365065477949	0.2092910882986	0.207687276635917	0.210905754926776	0.210692294789618	0.21793659227551	0.209511362961035	0.269689474277518	0.208554986501722	0.20774250202594	0.205255781801347	0.207052466659145	0.209504549026344	0.216535125464414	0.20795883205641	0.208263262150718	0.209286494656292	0	0.208607009000135	0.209036921814705	0.2079469644669	0.209248321530851	0.9	0.9	0.9	0.209400665497611	0.209509950563995	0.208011009790959	0.244546130244891	0.210072608940978	0.213160431753683	0.210424906689175	0.209000638259555	0.211842280048289	0.207753451886186	0.210690017209161	0.209742916357409	0.209234960972062	0.210542037580666	0.212176692738257	0.209034342175822	0.209943597491784	0.208385539125882	0.209530497718409	0.210068650072643	0.208918368376324	0.210179917366391	0.207796598060467	0.211143661419164
GUT_GENOME264147	0.21601104407682	0.219488815109677	0.217162968474599	0.020992119967933	0.216661400687088	0.215056436679764	0.022752205930268	0.215279887133366	0.215604039213821	0.216075400500362	0.216664842874264	0.214839578303655	0.213720459098981	0.215660094301122	0.213731181548432	0.219000059687172	0.218726977180172	0.217620631720606	0.216742578562136	0.214751793130918	0.217979835388895	0.213286280668254	0.245716232787048	0.214896417188101	0.212843717560016	0.21270980114281	0.217143568085005	0.213921418938356	0.228428965446133	0.216490986565448	0.216119185010545	0.214636105258801	0.208607009000135	0	0.214673065489449	0.214271212806388	0.21676141061582	0.9	0.9	0.9	0.214255677157068	0.216633882488643	0.221835792764963	0.245855925782417	0.213535120026079	0.214984138831871	0.214467475215392	0.210997009676096	0.211340498129989	0.212327739756924	0.216191714921858	0.214176567738799	0.213149077452884	0.214435293662762	0.215483159431655	0.213567078077336	0.212311453083985	0.213735737092412	0.21375829444499	0.212956803182937	0.212846667934155	0.213604729064946	0.212798838885928	0.214147255778156
GUT_GENOME268176	0.012590571245364	0.0157728982248869	0.014161890800945	0.216900776960157	0.015141446233652	0.0145475963525681	0.215217428436313	0.0724247321515109	0.0725533834029601	0.0144245280553601	0.0775115668069751	0.075477163482422	0.01204217791529	0.07391378740216	0.0742602767696459	0.073351599888687	0.0740097905411559	0.0727882998222741	0.0144284867584361	0.0181368842720551	0.211453949916348	0.017948762568554	0.9	0.016054424718797	0.0774833247365881	0.018562246044857	0.0753094526274	0.0127649037274909	0.214445488625309	0.076927638981013	0.07718761635977	0.07441805981448	0.209036921814705	0.214673065489449	0	0.016444089833504	0.073591154971174	0.9	0.9	0.9	0.014744316269646	0.071812495566225	0.070954603177251	0.24817988562462	0.01241015236183	0.013383941283396	0.011984803673068	0.015392886777952	0.0148218888839141	0.075291852121894	0.075026082844805	0.012548747088881	0.075427791621974	0.015670909001998	0.036159779294571	0.077086332945381	0.075894403984049	0.077313217308798	0.01461246429539	0.0157094308871839	0.0782111153681559	0.0144905857333789	0.077268777241682	0.015376180880174
GUT_GENOME270563	0.0171647986763431	0.019013374788334	0.014983661386362	0.214654997331548	0.018442070465366	0.0138486041687911	0.214296775316089	0.069028499077084	0.069481642760239	0.0188503037830149	0.072324362373912	0.0715383834713791	0.018639400622514	0.071063276701331	0.070031236369138	0.071306697601979	0.069821398667579	0.071002631722518	0.020835002778329	0.0204155860345161	0.208296627605394	0.021274668592694	0.9	0.019253325930711	0.0746865534255871	0.022062341682693	0.07196847021914	0.01689788805086	0.216324601976357	0.071696252841286	0.072354685866507	0.07052651874611	0.2079469644669	0.214271212806388	0.016444089833504	0	0.070869442096906	0.9	0.9	0.9	0.019314496986887	0.0679607022937979	0.069061450746554	0.248504694856626	0.017973169837492	0.019217256124832	0.0175001765519789	0.01855830179828	0.0208617959012891	0.07001720180134	0.0709813541052161	0.018402528394475	0.073468612924233	0.022117120017153	0.037474662618319	0.072634117999944	0.073538046063038	0.072512680534916	0.017495230582431	0.0219825615946949	0.0728716459170541	0.0210581017545179	0.072768804099272	0.018303670462882
GUT_GENOME272533	0.0757207710881239	0.0744304146692051	0.074423367445336	0.217862707991464	0.073467702353183	0.075367136613592	0.21609716998285	0.010345763224158	0.01471630852777	0.071320387675481	0.0116792378127469	0.012173641873672	0.0737987840746359	0.0115462427874741	0.011463499056795	0.010790256585086	0.0126607632206751	0.01401749437546	0.07359621917376	0.067484291367951	0.20792123451641	0.068054217075213	0.278984087481941	0.068334061562729	0.011087984508039	0.075530823195197	0.0125628703788919	0.075253920653678	0.214657712397262	0.011757471802632	0.012497625977978	0.0124792771118121	0.209248321530851	0.21676141061582	0.073591154971174	0.070869442096906	0	0.9	0.9	0.9	0.074741013118707	0.014731939133204	0.013019393141081	0.251782541435985	0.074504595803229	0.0747188127280771	0.073857922194663	0.069898216703846	0.073165758445265	0.012741554803231	0.013089779477563	0.076432718199262	0.016045002434027	0.0742960943415351	0.019341370601848	0.01335760775086	0.015960701946386	0.0115117746382209	0.070811712886091	0.074722382010825	0.012166536144147	0.073249842847914	0.011899874292577	0.070599866589549
GUT_GENOME273277	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.210477288339417	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0	0.00992757663919704	0.218116515460431	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9
GUT_GENOME280023	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.213542360034488	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.00992757663919704	0	0.218680815981673	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9
GUT_GENOME283178	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.199788325008707	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.218116515460431	0.218680815981673	0	0.277465259250667	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.283869139201555
GUT_GENOME283326	0.014425695814393	0.016921498392302	0.016448376959042	0.21562938339934	0.0120764804059399	0.016509859381821	0.215603005147661	0.07403100718283	0.0723699255251189	0.015207280597278	0.0772842262631779	0.074485559917852	0.013567304933792	0.075792003900627	0.07454138381901	0.073867782356273	0.074197921136029	0.073404662716766	0.010326135852289	0.0177579716401679	0.208072831475444	0.0166159315143879	0.9	0.017210124992561	0.0785167794226351	0.0196080177536059	0.074586148112287	0.014768072097818	0.216154083578232	0.0771150173980649	0.0764251029754441	0.0750915740142619	0.209400665497611	0.214255677157068	0.014744316269646	0.019314496986887	0.074741013118707	0.9	0.9	0.277465259250667	0	0.071262372588571	0.0714589493116689	0.247790865387432	0.015398322711076	0.0165801782603749	0.014471313279297	0.0176517395271119	0.0122453356798449	0.075787685922642	0.075994924540623	0.0149249556423101	0.075692764441831	0.012129873614641	0.036330679798765	0.075925966649698	0.0770193229972109	0.076493069324229	0.017491363885418	0.013205796036419	0.077159646025948	0.01181577528617	0.076467571987121	0.0189769682254961
GUT_GENOME284192	0.071533578069314	0.0721080109011319	0.0705960072977329	0.215620600158395	0.070954405614262	0.070727545047812	0.2157959705541	0.015029934086628	0.0124302588346561	0.067720874885481	0.0133053092064409	0.016124326402859	0.0706675808479309	0.014105082141766	0.0147442516440761	0.0154449652356109	0.014728951764701	0.0138343736034049	0.0704642082063199	0.065943432081465	0.209591416758858	0.066015323004209	0.276501065569483	0.066524056773298	0.014793198981675	0.071330774345648	0.0148980199673591	0.070148357880589	0.215915314197283	0.0151297010398891	0.013968424066405	0.0146049603699819	0.209509950563995	0.216633882488643	0.071812495566225	0.0679607022937979	0.014731939133204	0.9	0.9	0.9	0.071262372588571	0	0.0168480236754731	0.253940508141707	0.071361314462402	0.072264941616118	0.070425654409774	0.0676131578281171	0.071516033113902	0.016214978994757	0.0157210634789431	0.071410710091571	0.017926245238331	0.070729298981303	0.02028282340315	0.015891900396672	0.018304419774324	0.014055066155228	0.0698361684265279	0.071193241284752	0.0137727148117941	0.0712716810443681	0.014021776940982	0.068050887776628
GUT_GENOME285252	0.071912230788249	0.07272389058111	0.0709874457402	0.216828483526445	0.071281037946694	0.071449901154768	0.215809300243722	0.012436809059368	0.014365534243249	0.0668442564639121	0.012864892843758	0.013709635759799	0.071841516885145	0.014179696842497	0.0124523239055721	0.0129954170628309	0.0136018044233499	0.014813038989152	0.071104663300097	0.0645993985374091	0.211655183244261	0.066074507639325	0.278654142035793	0.066628463889305	0.01216431344453	0.0725058181756251	0.011268913694999	0.071236370005351	0.217765987236773	0.013494098958204	0.013345747023796	0.013715785610495	0.208011009790959	0.221835792764963	0.070954603177251	0.069061450746554	0.013019393141081	0.9	0.9	0.9	0.0714589493116689	0.0168480236754731	0	0.251406151540706	0.0717472450438621	0.072752887153561	0.0707021016024071	0.0679899609876	0.070061411133177	0.0140579588770839	0.0136073700675369	0.071029058529335	0.017302452611268	0.072363160901855	0.020013630349882	0.0136628284278071	0.012903122424235	0.013534150054963	0.069680709287835	0.0712282959125091	0.0138726763137331	0.0703198877674301	0.0135887080548591	0.0683251696380211
GUT_GENOME287004	0.248240332506908	0.250396783792707	0.249355928770321	0.252551602879139	0.24943499645953	0.240417985790208	0.244244093879286	0.25162067915555	0.253060251993091	0.247743650382815	0.251316386895786	0.249913003131887	0.248814324635533	0.251946923353382	0.247611856882243	0.251302803099088	0.251318956121183	0.249041779084698	0.248511145265437	0.248980626280787	0.239925979487169	0.236958631480217	0.247336627131423	0.248147167692062	0.242576123457903	0.247248014254732	0.254089009552413	0.248991843479264	0.264858178994445	0.252352684079744	0.253567118392248	0.252526853972528	0.244546130244891	0.245855925782417	0.24817988562462	0.248504694856626	0.251782541435985	0.9	0.9	0.9	0.247790865387432	0.253940508141707	0.251406151540706	0	0.233267602366315	0.239324207126471	0.237501158501008	0.232502813021094	0.23782231947758	0.243107567785679	0.241032470510387	0.23307881916251	0.238327486877139	0.23706886285427	0.24028129226031	0.243103054004342	0.242206315411355	0.242241512774928	0.236300365914099	0.237533588240365	0.237643581539925	0.233382869714275	0.242937081650953	0.230829112374177
P15MS_consensus	0.012548177115427	0.015238130151002	0.014882896033928	0.21626040109899	0.015883170833042	0.015979224395917	0.214468112211544	0.072668277224505	0.073028635721796	0.00940568917369504	0.077510749236769	0.075057660793406	0.010619787612456	0.075408773091907	0.075236112799797	0.073998302641136	0.074145972632174	0.073857531797446	0.013710703311823	0.017164673385668	0.207728075195885	0.0162239923566921	0.248346856004412	0.016902882200164	0.077571992203073	0.018910706456261	0.074042735381545	0.013163528131916	0.215468440543548	0.078559267530531	0.0769032176910621	0.075568986512849	0.210072608940978	0.213535120026079	0.01241015236183	0.017973169837492	0.074504595803229	0.9	0.9	0.9	0.015398322711076	0.071361314462402	0.0717472450438621	0.233267602366315	0	0.00214723250813194	0.00516604056857602	0.00736108252311496	0.01443123537492	0.075869083661664	0.075647828866712	0.00548574909553594	0.0759800089752829	0.014549145028023	0.029182765954037	0.07796760002613	0.0789558223867741	0.077775395366092	0.00788749809293904	0.0135986004289489	0.07786720173394	0.013947462477708	0.077411771737912	0.00791282773672606
P15_MpT1_consensus	0.013459359397669	0.016191813986037	0.016081079235806	0.221053905740986	0.0169720955604269	0.017046555663476	0.216268256030128	0.0745076221996381	0.0742293066214479	0.011174458915356	0.078423753986754	0.076956156707796	0.011667850608508	0.0765839049878841	0.076291443093147	0.074975209491338	0.074738427573875	0.0740268365915129	0.015200191328462	0.018660845409041	0.209440596753902	0.017951684164358	0.250319684491358	0.017568173760431	0.0795294125440461	0.019873443982539	0.0760552847441031	0.0144615721729571	0.217814984664377	0.078764750933145	0.07738815741308	0.07664425521228	0.213160431753683	0.214984138831871	0.013383941283396	0.019217256124832	0.0747188127280771	0.9	0.9	0.9	0.0165801782603749	0.072264941616118	0.072752887153561	0.239324207126471	0.00214723250813194	0	0.00638035723506604	0.00922248757276293	0.0154811393755919	0.076140748203586	0.0769979579047801	0.006657640334993	0.0777524444006529	0.0155890757234479	0.031418644338858	0.078793555444086	0.0742685481064621	0.078294953709288	0.00940698795295901	0.0150177181008939	0.078671957987122	0.0150277723954061	0.078825315269807	0.00940379317741701
P20_consensus	0.012468504407487	0.0154212885956019	0.014928436732832	0.218648621968338	0.015323301696457	0.015808292589093	0.212304676106804	0.072324261399516	0.072235012785042	0.00860373109713095	0.076816300708863	0.074920255697303	0.010831784448055	0.074637155102556	0.074196979021162	0.0738715928400261	0.0743379810159151	0.0724699544600639	0.013387374919309	0.0161282673146211	0.209043899617598	0.01588321550583	0.251316552604106	0.017849766737058	0.078119655911279	0.0178111923541189	0.075260874326629	0.012960683249952	0.215892186759781	0.0775403655327589	0.076886014781568	0.074558576524595	0.210424906689175	0.214467475215392	0.011984803673068	0.0175001765519789	0.073857922194663	0.9	0.9	0.9	0.014471313279297	0.070425654409774	0.0707021016024071	0.237501158501008	0.00516604056857602	0.00638035723506604	0	0.00759188166120794	0.01364275299124	0.074299756941528	0.074416540481548	0.00524593898854107	0.075068041938946	0.0133976664019499	0.029781377439043	0.0784761076939969	0.077861359138096	0.076304406835965	0.00753088240862098	0.0135433430221831	0.076093699203107	0.013185902126131	0.076022447201379	0.00814900206212798
P31_consensus	0.015563298364093	0.0190189522045461	0.01804686537617	0.214984595701947	0.017251850502752	0.0189460149159559	0.213277415259238	0.067046357898344	0.0679545354486621	0.00845548108241502	0.0709300077473701	0.0709308355194589	0.01382837197974	0.069858733474117	0.07126565652249	0.0698106510886311	0.070457390699773	0.070241981512046	0.016016511126774	0.014333312832949	0.208452802070316	0.013407187385605	0.243292853764957	0.014451834302255	0.072222462040003	0.021148692452301	0.07210758690714	0.0164694319956431	0.217253339257145	0.072762130217032	0.072907196957978	0.069243292836862	0.209000638259555	0.210997009676096	0.015392886777952	0.01855830179828	0.069898216703846	0.9	0.9	0.9	0.0176517395271119	0.0676131578281171	0.0679899609876	0.232502813021094	0.00736108252311496	0.00922248757276293	0.00759188166120794	0	0.0174890241146829	0.069122394512252	0.070700092788246	0.00871386079456997	0.070902206438535	0.01779598546443	0.030899627662929	0.072729188200835	0.0724052047569791	0.07329203295139	0.00646585612907302	0.01550158337887	0.073879549936202	0.017023097023885	0.0723082880226571	0.000384222829407008
P32_consensus	0.014091071947097	0.016429531797402	0.01647254359241	0.21699203912592	0.0131052015378501	0.018176479201171	0.212167179655951	0.072101273110452	0.071360309962719	0.013951609141092	0.077048451690585	0.0742461270226811	0.0121714605182611	0.075436271719105	0.0740090579932161	0.072741539710624	0.073347064306287	0.0725028961427449	0.010282436609417	0.017477410324764	0.208878808872288	0.0140764770647429	0.247416951451286	0.016696476051734	0.0759837452597991	0.0197872577317101	0.074052317072419	0.014519120053353	0.215344815624915	0.075892867547648	0.076566629604804	0.0737958076285131	0.211842280048289	0.211340498129989	0.0148218888839141	0.0208617959012891	0.073165758445265	0.9	0.9	0.9	0.0122453356798449	0.071516033113902	0.070061411133177	0.23782231947758	0.01443123537492	0.0154811393755919	0.01364275299124	0.0174890241146829	0	0.073377114863887	0.0742756728925821	0.013873758222597	0.073778587068213	0.00900980122738503	0.0357397730014389	0.075379006079834	0.0749116192911291	0.0767023569102039	0.017792444116201	0.010260497229758	0.0761996265608521	0.000398586099324945	0.076615530009344	0.017400823004787
P45_consensus	0.074309764961104	0.074992893748818	0.0738469497089341	0.217338910642798	0.0737915351794651	0.074142514147529	0.213593821088762	0.012814858546548	0.014680059215265	0.0701646049500739	0.0122970161943989	0.013033569933506	0.074764555148398	0.013543080545451	0.011975947805757	0.0126399081334721	0.013222735603175	0.012430570428201	0.075450945872292	0.0666728228198519	0.207358612146818	0.067051078466682	0.246455387065525	0.067212150362584	0.010936530435804	0.076464302957208	0.012889991124201	0.074703955457607	0.214652580089632	0.013024426890166	0.0125479260360331	0.0136363444323869	0.207753451886186	0.212327739756924	0.075291852121894	0.07001720180134	0.012741554803231	0.9	0.9	0.9	0.075787685922642	0.016214978994757	0.0140579588770839	0.243107567785679	0.075869083661664	0.076140748203586	0.074299756941528	0.069122394512252	0.073377114863887	0	0.00110269914831704	0.075794304399525	0.00285043180533805	0.075705655289331	0.0183722581989061	0.013921776107312	0.016894035943737	0.0116843634727751	0.070847045263417	0.075285019609429	0.012110714142884	0.0738798908761289	0.0126694873395959	0.070017820300756
P46_consensus	0.074837025683039	0.075408158984085	0.074722995000474	0.218042426288176	0.074698116125915	0.07530479500856	0.215771152502827	0.0131334607928549	0.015095884130174	0.070739378033974	0.012398163622664	0.013112694038561	0.075092831062649	0.013395656889012	0.012383078073439	0.012808993588514	0.012592931529291	0.013300008441323	0.075294095660694	0.0666539608309159	0.208733846902916	0.067327552987557	0.254301568672939	0.06770418056731	0.011412660812521	0.07700095533769	0.012956539589597	0.0754152096438069	0.216973078188515	0.01321005985315	0.013151008815815	0.0140904387712941	0.210690017209161	0.216191714921858	0.075026082844805	0.0709813541052161	0.013089779477563	0.9	0.9	0.9	0.075994924540623	0.0157210634789431	0.0136073700675369	0.241032470510387	0.075647828866712	0.0769979579047801	0.074416540481548	0.070700092788246	0.0742756728925821	0.00110269914831704	0	0.075757387019779	0.00351209130050194	0.0753383233377551	0.0183568477743751	0.014457888768672	0.0171343220511569	0.012102159694111	0.070483731197497	0.075618360719692	0.012523411195598	0.074502648733976	0.0128800616938361	0.06904898684484
